location1,location2,fullLocation,fieldName,membershipType,holeNumber,courseName,courseSize,greenFee,cartFee,caddieFee,fieldUrl,contact,type
경기 남부,인천 서구,인천광역시 서구 경서동 836-90,베어즈베스트,퍼블릭,27,오스트랄아시아/유럽/미국,"9,525M/1,0417YD","210,000원 ~ 260,000원",90000,120000,https://www.bearsbestcheongnagc.com,032-560-2000,FIELD
경기 남부,경기 광주,경기도 광주시 실촌읍 오향리 156-1,블루버드,회원제,18,파인힐/오크힐,"6,335M/6,928YD","55,000원 ~ 240,000원",90000,120000,https://www.bluebirdcc.co.kr,031-762-0888,FIELD
경기 남부,경기 용인,경기도 용인시 처인구 원삼면 산38,블루원용인(구 태영),회원제,18,서/중,"9,350M/10,225YD","60,000원 ~ 230,000원",80000,120000,http://www.blueone.com/golf/yongin,031-330-9700,FIELD
경기 남부,경기 용인,경기도 용인시 처인구 원삼면 산38,블루원용인(구 태영),퍼블릭,9,동,"9,350M/10,225YD","130,000원 ~ 160,000원",80000,120000,http://www.blueone.com/golf/yongin,031-330-9700,FIELD
경기 남부,경기 여주,경기도 여주군 대신면 상구리 11-1,블루헤런,회원제,18,동/서,"6,332M/6,925YD","55,000원 ~ 195,000원",80000,120000,http://www.blueheron.co.kr,031-880-0700,FIELD
경기 남부,경기 이천,경기도 이천시 진상미로 1700-29,비승대 체력단련장,회원제,9,OUT,"4,979M/5,445YD","13,000원 ~ 80,000원",-,-,https://www.armywelfaregolf.mil.kr,031-644-5582,FIELD
경기 남부,경기 이천,경기도 이천시 모가면 어농리 산86,비에이비스타,회원제,63,몬티/벨라/보나/비스타/라고,"13,326M/14,573YD","45,120원 ~ 242,500원",90000,120000,https://www.bavista.co.kr,031-636-3577,FIELD
경기 남부,경기 여주,경기도 여주군 가남면 송림리 214번지,빅토리아,퍼블릭,9,OUT,"3,006 M /3,287 YD","100,000원 ~ 140,000원",80000,120000,,1688-8400,FIELD
경기 남부,경기 용인,경기도 용인시 처인구 성산로 57,선봉대 체력단련장,회원제,9,OUT,"2,827M/3,092YD","13,000원 ~ 83,000원",48000,-,https://www.armywelfaregolf.mil.kr,031-331-6734,FIELD
경기 남부,경기 여주,경기도 여주군 여주읍 오금리 422-3,세라지오,회원제,18,세라/지오,"6,741M/7,372YD","22,620원 ~ 230,000원",80000,120000,http://www.ceragio.com,031-887-8700,FIELD
경기 남부,경기 여주,경기도 여주군 점동면 현수리 산13,소피아그린,퍼블릭,27,마운틴/레이크/밸리,"9,581M/10,478YD","90,000원 ~ 190,000원",80000,120000,https://www.sophiagreen.co.kr,031-887-8100,FIELD
경기 남부,경기 여주,경기도 여주군 가남면 양귀리 산69,솔모로,회원제,36,메이플/체리/파인/퍼시먼,"12,666M/13,852YD","70,000원 ~ 220,000원",80000,120000,http://www.solmoro.com,031-884-7000,FIELD
경기 남부,경기 시흥,경기도 시흥시 마유로 987,솔트베이,퍼블릭,18,OUT/IN,"6,520M/7,130YD","120,000원 ~ 240,000원",80000,120000,http://www.saltbay.co.kr,031-400-0000,FIELD
경기 남부,인천 연수,인천광역시 연수구 동춘동 844-1,송도,퍼블릭,8,OUT,"1,528M/1,671YD","30,000원 ~ 45,000원",42000,32000,http://www.songdogolf.co.kr,032-833-0500,FIELD
경기 남부,경기 용인,경기도 용인시 기흥구 구갈동 313,수원,회원제,36,NEW OUT/NEW IN/OLD OUT/OLD IN ,"12,956M/14,169YD","70,000원 ~ 240,000원",80000,120000,http://www.suwoncc.co.kr,031-281-6611,FIELD
경기 남부,경기 수원,경기도 수원시 권선구 경수대로168번길 77,수원 체력단련장,회원제,9,OUT,"6,248M/6,833YD","9,000원 ~ 108,000원",40000,-,http://www.airforce.mil.kr,031-220-4595,FIELD
경기 남부,경기 여주,경기도 여주군 북내면 운촌리 산40,스카이밸리,회원제,36,스카이/밸리/레이크/마운틴 ,"12,556M/13,731YD","22,620원 ~ 220,000원",80000,120000,http://www.skyvalley.co.kr,031-880-0011,FIELD
경기 남부,경기 여주,경기도 여주군 북내면 덕산리 산3-1,신라,퍼블릭,27,서/남/동,"9,560M/10,455YD","70,000원 ~ 200,000원",80000,120000,http://www.shillacc.com,031-886-3030,FIELD
경기 남부,경기 안성,경기도 안성시 고삼면 가유리 787,신안,회원제,18,애플/토마토,"3,882M/4,245YD","25,000원 ~ 230,000원",80000,120000,http://www.shinancc.co.kr,031-673-8853,FIELD
경기 남부,경기 안성,경기도 안성시 고삼면 가유리 787,신안,퍼블릭,9,오렌지,"3,882M/4,245YD","170,000원 ~ 210,000원",80000,120000,http://www.shinancc.co.kr,031-673-8853,FIELD
경기 남부,경기 용인,경기도 용인시 처인구 이동면 묵리 49-1,신원,회원제,27,에벤에셀/솔로몬/데이비드,"9.467M/10,354YD","24,000원 ~ 240,000원",80000,120000,http://www.swcc.co.kr,031-322-8400,FIELD
경기 남부,경기 이천,경기도 이천시 율면 임오산로 200번길 56-222,실크밸리,퍼블릭,27,밸리/레이크/실크,"9,870M/10,794YD","135,000원 ~ 195,000원",80000,120000,http://silkvalleygc.co.kr,031-639-0077,FIELD
경기 남부,경기 용인,경기도 용인시 처인구 백암면 고안리 633-4,써닝포인트,퍼블릭,18,포인트/썬,"6,593M/7,210YD","90,000원 ~ 220,000원",80000,120000,https://www.sunningpoint.com,031-329-0800,FIELD
경기 남부,경기 여주,경기도 여주군 가남면 양귀리 217-1,아리지,퍼블릭,27,해님/달님/별님,"9,437M/10,320YD","120,000원 ~ 190,000원",80000,120000,https://www.ariji.co.kr,031-887-5678,FIELD
경기 남부,경기 시흥,경기도 시흥시 월곶동 330-6,아세코밸리,퍼블릭,9,OUT,"2,658M/2,907YD","120,000원 ~ 140,000원",80000,120000,http://www.asecovalley.com,031-319-5566,FIELD
경기 남부,경기 용인,경기도 용인시 처인구 양지면 대대리 산 281-1,아시아나,회원제,36,동 OUT/동 IN/서 OUT/서 IN ,"12,449M/13,615YD","70,000원 ~ 250,000원",90000,120000,http://www.asianacc.co.kr,031-330-1103,FIELD
경기 남부,경기 안산,경기도 안산시 단원구 대부남동 1111,아일랜드,회원제,18,South/West,"6,721M/7,350YD","50,000원 ~ 250,000원",80000,120000,http://www.islandresort.co.kr,032-885-1004,FIELD
경기 남부,경기 안산,경기도 안산시 단원구 대부남동 1111,아일랜드,퍼블릭,9,East,"3,077M/3,365YD","50,000원 ~ 250,000원",80000,120000,http://www.islandresort.co.kr,032-885-1004,FIELD
경기 남부,경기 안성,경기도 안성시 금광면 삼흥리 산1,안성베네스트,회원제,27,북/서/남,"9,468M/10,350YD","65,000원 ~ 230,000원",80000,120000,http://www.golfsamsung.com,031-670-0700,FIELD
경기 남부,경기 안성,경기도 안성시 금광면 삼흥리 산1,안성베네스트,퍼블릭,9,동,"2,911M/3,185YD","55,000원 ~ 220,000원",80000,120000,http://www.golfsamsung.com,031-670-0700,FIELD
경기 남부,경기 군포,경기도 군포시 부곡동 1,안양베네스트,회원제,18,OUT/IN,"6,441M/7,044YD","78,000원 ~ 260,000원",80000,120000,http://www.golfsamsung.com,031-460-3301,FIELD
경기 남부,경기 용인,경기도 용인시 처인구 양지면 남곡리 34-1,양지파인,회원제,27,동/남/서,"9,377M/10,255YD","64,000원 ~ 209,000원",80000,120000,http://www.pineresort.com,031-329-9500,FIELD
경기 남부,경기 안성,경기도 안성시 죽산면 장롱이리 산65,에덴블루,회원제,27,마운틴/레이크/밸리,"9,320M/10,192YD","25,000원 ~ 210,000원",80000,120000,https://www.edenblue.co.kr,031-678-7000,FIELD
경기 남부,경기 여주,경기도 여주군 여주읍 월송리 35-10,여주,회원제,27,에이스/드림/챌린지,"9,444M/10,328YD","80,000원 ~ 210,000원",80000,120000,http://www.yeojoocc.co.kr,031-880-0123,FIELD
경기 남부,경기 여주,경기도 여주군 강천면 부평리 418-1,여주썬밸리,퍼블릭,9,썬,"3,241M/3,544YD","100,000원 ~ 150,000원",80000,120000,http://www.yeojusunvalley.co.kr,031-887-5300,FIELD
경기 남부,인천 연수,인천광역시 연수구 인천신항대로 1120,오렌지듄스,퍼블릭,18,이스트/웨스트,"6,422M/7,023YD","140,000원 ~ 210,000원",80000,120000,http://www.orangedunes.com,032-830-8888,FIELD
경기 남부,경기 용인,경기도 용인시 처인구 백암면 석천리 747-1,용인,퍼블릭,27,용인/석천1/석천2,"6,807M/7,444YD","118,000원 ~ 168,000원",80000,120000,http://www.yongincc.com,031-332-3323,FIELD
경기 남부,경기 이천,경기도 이천시 모가면 두미리 산 39-10,웰링턴,회원제,18,그리핀/피닉스 ,,,,,,031-645-1800,FIELD
경기 남부,경기 안성,경기도 안성시 서운면 오촌리 173-4,윈체스트,퍼블릭,18,로맨틱/클래식,"6,425M/7,026YD","30,000원 ~ 220,000원",90000,120000,http://www.winchestgc.co.kr,031-678-9000,FIELD
경기 남부,경기 용인,경기도 용인시 처인구 남동 산118-1,은화삼,회원제,18,이스트/웨스트,"6,345M/6,939YD","70,000원 ~ 240,000원",80000,120000,http://www.ehscc.co.kr,031-335-8255,FIELD
경기 남부,경기 광주,경기도 광주시 실촌읍 건업리 산100-2,이스트밸리,회원제,27,동/남/서,"9,676M/10,582YD","22,620원 ~ 260,000원",90000,120000,http://www.eastvalley.co.kr,031-760-3800,FIELD
